funcid,dim,milestone,error
10,30,1,7.607583e+03
10,30,2,7.607583e+03
10,30,3,7.607583e+03
10,30,5,7.607583e+03
10,30,1,8.755757e+03
10,30,2,8.755757e+03
10,30,3,8.755757e+03
10,30,5,6.696766e+03
10,30,1,1.029714e+04
10,30,2,1.029714e+04
10,30,3,1.029714e+04
10,30,5,1.029714e+04
10,30,1,9.979181e+03
10,30,2,9.979181e+03
10,30,3,9.979181e+03
10,30,5,9.979181e+03
10,30,1,1.014743e+04
10,30,2,1.014743e+04
10,30,3,1.014743e+04
10,30,5,1.014743e+04
10,30,1,9.376037e+03
10,30,2,9.376037e+03
10,30,3,9.376037e+03
10,30,5,9.070095e+03
10,30,1,9.616350e+03
10,30,2,9.616350e+03
10,30,3,9.011167e+03
10,30,5,9.011167e+03
10,30,1,9.527001e+03
10,30,2,9.397723e+03
10,30,3,8.705942e+03
10,30,5,8.705942e+03
10,30,1,9.662578e+03
10,30,2,9.662578e+03
10,30,3,9.662578e+03
10,30,5,9.662578e+03
10,30,1,9.071854e+03
10,30,2,9.071854e+03
10,30,3,9.071854e+03
10,30,5,9.071854e+03
10,30,1,1.009313e+04
10,30,2,1.009313e+04
10,30,3,9.560094e+03
10,30,5,8.135942e+03
10,30,1,9.723548e+03
10,30,2,9.723548e+03
10,30,3,9.723548e+03
10,30,5,9.723548e+03
10,30,1,9.199735e+03
10,30,2,9.199735e+03
10,30,3,9.199735e+03
10,30,5,9.199735e+03
10,30,1,9.708358e+03
10,30,2,9.708358e+03
10,30,3,9.708358e+03
10,30,5,9.708358e+03
10,30,1,9.835608e+03
10,30,2,9.835608e+03
10,30,3,9.835608e+03
10,30,5,9.835608e+03
10,30,1,8.606035e+03
10,30,2,8.606035e+03
10,30,3,8.606035e+03
10,30,5,8.606035e+03
10,30,1,1.011728e+04
10,30,2,1.011728e+04
10,30,3,1.011728e+04
10,30,5,1.011728e+04
10,30,1,9.795548e+03
10,30,2,9.795548e+03
10,30,3,9.795548e+03
10,30,5,9.795548e+03
10,30,1,9.733699e+03
10,30,2,9.733699e+03
10,30,3,9.733699e+03
10,30,5,9.733699e+03
10,30,1,9.991858e+03
10,30,2,9.991858e+03
10,30,3,9.991858e+03
10,30,5,9.991858e+03
10,30,1,1.045089e+04
10,30,2,1.045089e+04
10,30,3,1.045089e+04
10,30,5,1.045089e+04
10,30,1,9.177533e+03
10,30,2,9.177533e+03
10,30,3,9.177533e+03
10,30,5,9.177533e+03
10,30,1,1.061341e+04
10,30,2,1.061341e+04
10,30,3,1.061341e+04
10,30,5,1.061341e+04
10,30,1,8.549223e+03
10,30,2,8.549223e+03
10,30,3,8.549223e+03
10,30,5,8.549223e+03
10,30,1,1.058053e+04
10,30,2,1.058053e+04
