Run,Fitness
1,28622093218.582924
2,20425502739.151707
3,7615147426.367562
4,24079495555.776424
5,36043698281.79883
6,15097099276.686888
7,9053228421.381277
8,25322030077.540993
9,50195576988.85632
10,24630951259.223686
11,13618505730.120222
12,16228217192.891718
13,10143859273.04605
14,6005810010.328114
15,26561332187.738216
16,296069346.5464828
17,46071981128.188805
18,15067443734.30045
19,15548588401.223793
20,38984242392.131966
21,65863981.72681139
22,20281326609.7314
23,570583275.0184678
24,3508100144.70488
25,24445441832.18299
26,34340335798.42781
27,17149480345.472801
28,842890853.1564361
29,40391964625.94581
30,40124866316.61956
31,26942528329.454746
32,25461563385.63319
33,21750731365.98311
34,20095975039.04692
35,39816732373.96358
36,25462957569.19429
37,17728462851.372345
38,37117273230.22564
39,13006496623.96766
40,10968140905.618765
41,29495626458.21469
42,36431257136.87118
43,6962832227.858064
44,31381915548.641453
45,12780803110.222067
46,24621697818.33193
47,20614794042.48313
48,318740284.57407296
49,18029839421.890163
50,55341364806.9848
51,32895762295.872463

Best,65863981.72681139
Mean,21932494534.3387
Std,13446399377.60807
