Run,Fitness
1,8818.229900083927
2,10867.691020782679
3,10468.96321774585
4,9821.500230210851
5,8948.2396778267
6,11142.517722765733
7,10434.815183641345
8,10195.645252899541
9,11499.946968184751
10,10176.096566078893
11,7058.6116110363855
12,9594.142245131354
13,9932.486031077773
14,7855.049509921779
15,10589.586463845968
16,8944.254404023515
17,10218.68391607828
18,10713.797480101248
19,8753.641206414934
20,10975.6840430452
21,10661.503780664347
22,10574.06302024895
23,10997.395623727069
24,10178.444870856947
25,10830.639088721524
26,10421.500650281121
27,10974.198972088496
28,12152.287693629965
29,10876.381134921616
30,11039.841443036996
31,10528.820822499723
32,10914.702338019833
33,9968.400213549243
34,10378.369405572303
35,6191.509250937088
36,11332.072750360823
37,8062.259035327009
38,7535.242845328339
39,10447.326254991614
40,10376.584975311805
41,11295.260005843096
42,8284.959462179128
43,9717.943038635924
44,10314.59034248325
45,10326.911755949131
46,11709.504004021761
47,6802.625492659764
48,9559.115033236203
49,11214.716890889133
50,10253.648560717444
51,11444.150945788911

Best,6191.509250937088
Mean,10046.559850066182
Std,1289.7067111897895
