Run,Fitness
1,2203443.135583546
2,30551300210.083656
3,2311512.042037421
4,28987769248.429756
5,34913319841.63943
6,19576655514.30089
7,16129889993.611582
8,3354693.222886406
9,22107210481.34621
10,8580389577.918631
11,33118839185.53314
12,17162077022.886168
13,17048149062.48291
14,12800595112.301815
15,12641268258.853258
16,16695547234.362074
17,22937459205.820343
18,39799503544.38267
19,8066206435.64639
20,22451932421.37762
21,15536199432.073137
22,6589183540.9320345
23,27713812454.525944
24,19327381380.890366
25,27073223275.32688
26,30680150380.80007
27,7391566390.154977
28,458611790.01614195
29,25032144878.921898
30,3826691262.465478
31,5428362187.713283
32,15214669751.89159
33,2573861.489051751
34,13826378520.808527
35,5855857.680966822
36,27670078505.85108
37,3909909.4445222723
38,62565291762.89615
39,7002991877.484601
40,20562828701.08192
41,28178657316.809593
42,1909603.6081032595
43,34074895711.08506
44,12289045470.193132
45,14171885278.374815
46,292335514.5003213
47,17701312542.71083
48,2728150.1697523417
49,2174669.183095493
50,2956828000.7293043
51,13608093076.300482

Best,1909603.6081032595
Mean,15740544177.558632
Std,13091834669.40351
