Run,Fitness
1,1105.5729209228614
2,849.9357997512951
3,1273.564625179435
4,1218.6264368903394
5,1053.0627429490967
6,909.8839125818199
7,1300.850572262142
8,967.968013965861
9,1073.829110874035
10,1195.2534542045278
11,1131.8319171214607
12,1206.4445279785627
13,1029.6392618214616
14,1117.6723911201666
15,879.0404276764211
16,991.0586641048021
17,1047.6381851533833
18,976.3785001137952
19,1136.7323914721687
20,1217.0353925941458
21,1099.6531032369396
22,850.6465565086495
23,1204.6183884095294
24,1087.8987688473258
25,833.2820426579228
26,867.419658808167
27,1147.9832540590157
28,963.2999310628925
29,1110.4395012617467
30,1331.6489819469925
31,1176.640329244988
32,1032.2245672479473
33,969.6573455997332
34,938.4282528695765
35,934.3598075363541
36,843.5247572242786
37,862.3437806241342
38,1040.0132254785713
39,887.456502594125
40,1040.1671324677934
41,855.8424837961659
42,1068.9828730373497
43,1012.5775606577439
44,875.0871610476013
45,1126.5904918750784
46,1140.6882994061752
47,888.9123284400267
48,855.7149635459547
49,1205.5050456901085
50,1069.4079625473883
51,1117.344478938413

Best,833.2820426579228
Mean,1041.5760546158133
Std,134.05920968597079
