Run,Fitness
1,3966.6699635805003
2,4218.050921071482
3,3760.605043881879
4,3970.111482561999
5,3930.6737909197127
6,3767.122911756546
7,4013.9307412453563
8,3700.008213131163
9,3748.01957472676
10,4470.120644186197
11,4386.673731763366
12,4516.6220444858845
13,4575.4597952804725
14,4666.359927967553
15,4050.8533463129434
16,4096.015062165334
17,3872.7204621857422
18,3977.1550065981896
19,3853.447461826686
20,3778.0400632651927
21,4068.408946723275
22,3762.272923704877
23,3847.9899000498663
24,3527.3024174592565
25,3833.0861560061667
26,4215.863455172663
27,3703.6427851709986
28,4736.7399403350655
29,3941.0971097681695
30,3989.858973978233
31,3906.435616570766
32,4519.778806265451
33,3766.2709031011727
34,4037.110020528984
35,4229.81281596587
36,4322.788631691177
37,3951.8940980022417
38,4231.567216611729
39,3647.245605596044
40,4155.665622120159
41,4240.753313499303
42,4118.4246038956735
43,3682.184208426297
44,4059.94293273048
45,4388.130651995964
46,4068.052963074925
47,4049.4900391386127
48,4235.35787532589
49,3961.7750095414685
50,4049.215776203697
51,4677.192593482073

Best,3527.3024174592565
Mean,4063.6080804127355
Std,286.6381503066894
