Run,Fitness
1,3420.988876977148
2,5606.668914740672
3,4484.371497097374
4,2708.307448773007
5,4735.212763956139
6,4122.2556645545
7,4742.601273436256
8,6574.395398918751
9,2426.975130019681
10,3612.8238235840336
11,2960.497020338613
12,4109.668978781392
13,34569.801920322534
14,4784.278157774255
15,45418.07806910806
16,5029.884572920946
17,49469.48627443155
18,12995.578196559816
19,55858.27766210493
20,4257.071398479409
21,3137.6023937959053
22,53907.74413547709
23,7245.615616153805
24,4756.611581068988
25,3098.6809805846924
26,32963.44064748793
27,2625.3521865845987
28,4767.53041931477
29,4424.651421595776
30,18470.62520159465
31,10856.16015628117
32,4391.1332511814235
33,28542.057915820504
34,4992.105730651274
35,10098.106177193331
36,3533.851840957557
37,3092.4858075177085
38,6526.1403446254735
39,8497.631498100665
40,3767.292905992183
41,48468.5724116952
42,4287.947898369777
43,18278.322069965514
44,23526.91723979196
45,4335.942400459908
46,57441.80657155782
47,8746.879337232263
48,3106.5702725349906
49,3576.3550047875583
50,8809.32256627691
51,4102.60423494387

Best,2426.975130019681
Mean,13063.985946323024
Std,15996.900372337494
