Run,Fitness
1,2771.935684733654
2,2625.128235197004
3,2931.4556687875915
4,2759.7394685207073
5,2814.281553718107
6,3113.9310316963583
7,2725.5010482367525
8,2805.2433357817185
9,2926.9814293162285
10,2989.59429358283
11,2955.1533921090963
12,3027.3798565997004
13,2618.2168684842927
14,2789.7825700642907
15,2811.59673748141
16,2903.0730373754905
17,2801.9429793831346
18,2844.035156577424
19,2912.174484041298
20,2801.021978023295
21,3035.7857713822887
22,2842.3476061490646
23,2822.323405255614
24,2641.761639259258
25,2764.3989086421375
26,3010.5934321180684
27,2577.3952245773216
28,2859.8731480409115
29,2924.3989467417914
30,2854.5026374483923
31,2901.2373199659196
32,2957.4077435921854
33,2643.6108648462427
34,2889.2303314519067
35,2829.6595305897713
36,2966.6302397550435
37,2676.5323427283197
38,2750.273278590241
39,3012.0197631909905
40,2833.4582587414425
41,3084.655051210004
42,2946.2010002560733
43,2834.5153526477225
44,2760.590165730387
45,2969.2282541847935
46,2856.9103498766463
47,2977.1746361470955
48,2937.639799406722
49,2927.604856452367
50,2805.319136734083
51,2676.813980256268

Best,2577.3952245773216
Mean,2852.9070938368523
Std,123.4296196310734
