Run,Fitness
1,5189.909512431022
2,2855.0479674183935
3,7269.372774399409
4,3003.7545919011004
5,5463.571533946151
6,3155.2757252332813
7,3284.350314557895
8,7058.380062813299
9,3668.789801794792
10,3756.3098197285517
11,3378.6523566375163
12,2597.822154100888
13,4789.667679971674
14,3318.8839741492493
15,3404.9679874191934
16,4990.64478282719
17,3044.0311933637813
18,3685.6601157956143
19,2823.075894960172
20,5220.107431847353
21,3226.3263250354003
22,2571.9082747826997
23,6717.690771361623
24,2993.0048847999196
25,4758.508321243894
26,4797.106243567416
27,3419.8150049147453
28,7319.969511764226
29,3055.937922868835
30,2610.5761933904314
31,3289.1966363315087
32,6468.928540779774
33,2866.830914355712
34,2988.298103678898
35,2963.164311463004
36,3833.3730330060343
37,3467.42360433507
38,3785.310635613188
39,2943.2343343134917
40,3018.622118583153
41,11166.04075624378
42,4865.4633635274095
43,2031.9384572190788
44,5199.185008376151
45,3294.133179836176
46,4744.027831125828
47,3069.9881009039054
48,2804.974590685308
49,3867.674635873037
50,3018.670306120018
51,3242.4047187226392

Best,2031.9384572190788
Mean,4046.2353394140955
Std,1639.0636608566572
