Run,Fitness
1,1438.5362667423244
2,1711.7747501998138
3,1497.241496958934
4,1403.2653332061957
5,1462.105372273341
6,1467.3663957085307
7,3903.03474108667
8,1377.477541710372
9,3254.5325923691385
10,1520.7428623609585
11,1396.4813467433614
12,1412.6888564001652
13,1426.0198999328868
14,1449.2362905795437
15,1429.0300086788407
16,1548.2257105984888
17,1394.380904063055
18,1427.652773592804
19,1404.7197678198804
20,1413.0906806699631
21,2826.9445376048575
22,1359.5414767322923
23,1428.648498001738
24,1729.4873881714454
25,1466.5956676735407
26,1386.3947389046955
27,1515.2868203116864
28,1506.6878988248436
29,1929.8347571472204
30,1527.2443295852688
31,1674.3102574392542
32,1647.9680253700508
33,1378.2233001930435
34,1869.9276188600018
35,1438.1007675930925
36,1442.8927708738881
37,1501.627443123753
38,1442.4432476696352
39,1450.656412370282
40,1436.3825175229572
41,1421.1191757708884
42,1400.38938397326
43,1791.7318389991399
44,1415.156035477938
45,1452.9890723565047
46,2011.3078271034442
47,1423.7370529367602
48,1378.425494190713
49,1393.1816362283098
50,3420.468363927018
51,2695.7031851492084

Best,1359.5414767322923
Mean,1668.6472770937648
Std,548.1886335976219
