Run,Fitness
1,3532.106927901125
2,3953.429346969796
3,3432.959364478713
4,4204.387602352945
5,4026.933982203813
6,3645.9759484656715
7,4143.39529487485
8,3674.0501177391743
9,4119.473666014519
10,3800.6283004555935
11,3753.60489988199
12,3796.96753188157
13,3907.4117445764473
14,4305.73047917939
15,3681.0353442788364
16,3669.8507591635594
17,3469.118406488571
18,3787.339123285288
19,3779.3433700992746
20,3642.7473288712013
21,3906.3418318234717
22,3739.143847496593
23,3765.4946647793813
24,3496.3936232307396
25,3813.5915340003967
26,3880.971600324463
27,4093.729933962659
28,4082.7912009955307
29,3407.706079341331
30,3915.55314824946
31,3842.1610877278604
32,3784.8301160584597
33,3700.5850185632207
34,4152.346256559238
35,3872.0049157325693
36,4115.845557695819
37,3989.1782174716113
38,3894.325257987133
39,3955.164552037445
40,3440.018282601365
41,3953.8446129173813
42,4103.976604946261
43,3865.612472244926
44,3461.781049515156
45,3995.318593059289
46,3902.345392952068
47,3744.585682871991
48,4092.842311439673
49,4187.812034408957
50,3830.35401212958
51,3806.718986776641

Best,3407.706079341331
Mean,3845.4874121384905
Std,218.9987083982775
