Run,Fitness
1,4624.429047196098
2,5406.08385887273
3,5045.740113743099
4,6029.104179333222
5,7245.213374269881
6,6552.226515959604
7,8001.888719025803
8,6980.346689772639
9,8350.579374763432
10,8795.320297418873
11,5275.093245274196
12,6127.9750762252315
13,6129.618090093083
14,9062.722199537588
15,5143.6632849402595
16,4940.3874772891595
17,4727.988396599912
18,3937.8002244920954
19,9133.895991019443
20,5561.402945240966
21,5215.847362738967
22,8299.240030414127
23,4750.526536662026
24,8851.749993483189
25,6102.472883295621
26,4840.298362942777
27,4964.474650663349
28,8652.575428866441
29,5768.112726292651
30,6584.443763886906
31,11784.771883569381
32,7410.545869701545
33,4214.988268271336
34,8260.609390674408
35,5829.295781174561
36,6048.665729850114
37,4192.352431214256
38,10982.496738204985
39,4774.919761104911
40,8097.581924216485
41,7960.559221804244
42,6347.2712942668
43,6459.242149318606
44,8728.966589322368
45,7190.167917412451
46,7755.732839408205
47,7658.599178600161
48,10680.626470933488
49,6841.90362228152
50,8736.829860320606
51,4632.815740022573

Best,3937.8002244920954
Mean,6778.238500038949
Std,1848.0982167845618
