Run,Fitness
1,102767367.1644281
2,25831686.812989052
3,34090471.231573224
4,57266664.165086456
5,16091712.902102258
6,119319011.47862516
7,60301170.58679092
8,46161365.38750983
9,10039241.044009695
10,115518442.66604255
11,94488279.76058203
12,31151642.77691374
13,94600037.52809241
14,60938068.1114901
15,15273358.21550875
16,29138613.673249252
17,56923988.01408962
18,32055220.020979453
19,29527040.96481209
20,14745499.378313381
21,23911602.569323882
22,3342363.073344997
23,53175266.790386386
24,80860139.53258432
25,202580319.27099374
26,11652220.514457101
27,3980403.744624246
28,26963930.733549107
29,64748637.6271684
30,3979746.2269497667
31,57319922.452767104
32,3570679.3058304256
33,81765267.63415764
34,1825535.1048042865
35,10019224.775942903
36,8605887.474884588
37,9710061.31578926
38,12402649.4785188
39,204815642.1802475
40,332451854.6360822
41,3449266.9966503275
42,370295268.11884654
43,22510768.068020012
44,74533828.72135213
45,46034934.15575374
46,126426599.74041645
47,96923984.48832741
48,17743190.182321314
49,93669229.1446373
50,11821838.329424715
51,161288209.16709843

Best,1825535.1048042865
Mean,64090340.26349889
Std,75897623.70963295
