Run,Fitness
1,11567.231441738219
2,10723.998531729252
3,9879.419205850136
4,12170.45526140252
5,11196.76587274843
6,12071.673511443518
7,8165.5740647461935
8,11588.581417405665
9,11128.400657623317
10,11411.37026146143
11,11509.112471005761
12,11997.722640419246
13,11258.000530683104
14,12939.793220284091
15,8957.79280616543
16,8575.997972109073
17,12202.511624432025
18,10239.833671674909
19,9291.999829906781
20,11803.84293055444
21,10510.38039892329
22,11246.055665498241
23,11670.183873713364
24,12121.72059521132
25,7842.685769862501
26,11613.913709360984
27,13273.205097672238
28,12447.27232652823
29,12232.681252965336
30,7969.4254612796085
31,11735.364904501006
32,11907.761700967967
33,8626.648518743039
34,9276.832243094272
35,12068.767296381933
36,8938.202277559176
37,8141.79128010239
38,11062.650754466968
39,11245.600901628526
40,9164.895247113896
41,8573.386358548694
42,11744.242278052787
43,12154.23154385671
44,12672.681927101044
45,8969.199111231308
46,9456.391675340881
47,12404.528919559127
48,9209.00039545165
49,12625.695459252183
50,8482.084698616334
51,12328.873961491709

Best,7842.685769862501
Mean,10792.086931910986
Std,1543.9886205574273
