Run,Fitness
1,7657235.594696995
2,378819635.2283852
3,445856603.15213144
4,1386417386.630268
5,35717657.32877718
6,423341759.6916168
7,21514361.344755564
8,789924315.9395074
9,156868738.98992828
10,447940686.26088077
11,37200512.286364734
12,222732195.56426388
13,350482631.5372915
14,667625834.1585904
15,91944557.49962544
16,371181562.33228374
17,17073489.07939065
18,596556704.9820664
19,772733864.4328736
20,1282659107.7124915
21,334040366.09578663
22,138536295.43642414
23,55074143.94896277
24,446495102.07593113
25,191775960.87702873
26,600869623.5857193
27,2470084273.9884033
28,765764506.2193761
29,286456653.1777979
30,276463549.05509144
31,8374135.479405384
32,580738987.7774795
33,1133922953.2683554
34,93884487.88023393
35,1343359145.826162
36,247600749.053152
37,795219624.12968
38,166197392.69759953
39,770666922.9930518
40,438751616.5798009
41,8531664.960749874
42,725281131.7671243
43,470874359.47672915
44,786632084.401312
45,180099357.07078674
46,128569160.63867737
47,2285858939.3793273
48,4502065.675589749
49,438290224.8835092
50,1147450640.2357845
51,444811038.4595976

Best,4502065.675589749
Mean,515086784.25178087
Std,523876347.3371642
