Run,Fitness
1,12764.404150219987
2,3571.208474121299
3,5802.698656117955
4,13129.164614046418
5,7232.592961957416
6,3429.274156053644
7,5644.069038286289
8,25101.852110595668
9,3305.632079051883
10,3354.6743197058436
11,7760.59379322411
12,13922.312642427063
13,4055.8784604045004
14,19823.394565502076
15,16092.910940983269
16,15392.026796769387
17,7124.405284538021
18,10724.618811397182
19,14782.647149289767
20,3345.2668448071763
21,24489.94477061308
22,19011.621372450918
23,5980.10282709928
24,16756.615730991052
25,7359.766438441306
26,6570.896183421002
27,7092.001340322988
28,7847.332796887235
29,8115.2134226047965
30,9428.488857637181
31,7080.955795858011
32,7580.521632615525
33,21499.414163783073
34,6227.732536604912
35,17130.98254178854
36,6874.920918929725
37,3418.2114857441647
38,3434.2347640083226
39,21351.61966592861
40,26703.26458561265
41,14716.279172846806
42,18158.377320578693
43,15790.401167626025
44,19424.980068015164
45,10157.318579350682
46,7874.427485569908
47,3329.7482667451573
48,16250.215343671776
49,3416.6073608338834
50,3489.5408150611133
51,14572.604196702674

Best,3305.632079051883
Mean,10931.25426387928
Std,6603.182347138061
