Run,Fitness
1,817403579.316733
2,54024982.9789728
3,349492554.97598815
4,12840722.326090418
5,1473334547.0965004
6,324500689.79436374
7,525949867.858119
8,843639787.0804062
9,14813025.674872555
10,234862478.69509366
11,85390161.4932772
12,230033369.366621
13,151477842.3358061
14,1634110214.7397256
15,809777741.0367143
16,8287794.988722219
17,505369713.30893147
18,727848739.7643844
19,358114210.3799303
20,2307872505.2982426
21,8678149.305214573
22,2224732.936291429
23,426340617.2367562
24,2163753566.9816413
25,1370237000.876254
26,377153658.57904613
27,3332379.1508560576
28,17975434.547186676
29,912201629.4219937
30,15761283.632520434
31,423972198.01136184
32,432842667.0855228
33,279194319.42755985
34,2630760079.9771714
35,5210447.109491463
36,4219449.881034241
37,1175240711.724872
38,144736934.56206816
39,181127360.15188298
40,964788060.5561094
41,4060538.2230358217
42,1021070668.0596455
43,165450988.66864398
44,361379141.24451876
45,1053285634.1668935
46,96443706.46843997
47,826586802.8064348
48,121854567.46691838
49,1367882280.606202
50,386038963.2232691
51,14164184.817425737

Best,2224732.936291429
Mean,557394366.3807011
Std,632495889.0870345
