Run,Fitness
1,1046.589704250905
2,1312.6550343351
3,1014.9885052273501
4,1135.1870088145517
5,1252.8441510041253
6,1019.8108833299888
7,1031.3403679611
8,1384.3068404525784
9,1043.245608198992
10,1205.9316102134128
11,1415.7317489633049
12,1024.6020743027823
13,1292.5605296577828
14,1008.6430420585731
15,1371.93046149856
16,1469.7595309679832
17,1050.750721326815
18,1037.3673293510503
19,1264.552597809397
20,1174.7904618851494
21,1038.395270416672
22,1038.148690645388
23,1072.414939430922
24,1147.8726252668232
25,1039.3270805089915
26,974.4560694646823
27,1075.047713747514
28,1010.6187430119583
29,1096.192632767699
30,1017.7389879707141
31,1022.4147027134254
32,1033.2331771887643
33,1309.0179496706578
34,1466.6781280626483
35,1169.707782929699
36,1047.3822238161235
37,1066.4887423321493
38,1314.2959175025776
39,1034.0752323412264
40,989.5339960293798
41,1071.886114606546
42,1195.849163454588
43,1265.5298342937815
44,1013.4371393039188
45,984.3197889667063
46,1117.8693541685689
47,1317.2173942968298
48,1042.205030509053
49,999.9641467580508
50,1407.8290497464732
51,1058.168512437103

Best,974.4560694646823
Mean,1137.1549871758652
Std,142.61971930667383
