Run,Fitness
1,2016946141.947837
2,7041582896.896366
3,1221406928.9785552
4,596113757.226049
5,1815044221.8464394
6,44006412.292260535
7,1892922.5455843653
8,7633545816.341426
9,9897771050.562504
10,13095954.704874914
11,1958939960.2283385
12,9500126999.085802
13,10902313985.40825
14,12986008598.988619
15,8494345.886615595
16,4238630622.7522035
17,1575911883.158021
18,12968752696.560991
19,1484037866.2397425
20,8412762.259597667
21,4414441600.332708
22,3049485730.0911827
23,611036466.845919
24,6691520.162356532
25,3486752818.107522
26,10730164905.245216
27,2360023124.9173627
28,5436017.266413471
29,4922958.315583434
30,9574889518.921608
31,3819527971.060201
32,3316792.382235371
33,11730785.656506917
34,14466136996.949709
35,31211789.25168612
36,10018821332.454237
37,6885412958.763903
38,14056206.291308276
39,6728422999.18528
40,3838466153.2919946
41,2014098.6142272642
42,25253732.37608798
43,2191824855.511269
44,3839603304.7294016
45,2062647928.751975
46,2984769.351090797
47,20949237.234722726
48,3791354998.880511
49,4703770.162339059
50,266816687.2341549
51,6425306175.226961

Best,1892922.5455843653
Mean,3619753804.460309
Std,4163594236.779553
