Run,Fitness
1,25980413503.23672
2,19598826868.568832
3,3134254.4329762873
4,36978103.36624003
5,5461462773.176967
6,35181.42780901454
7,10462156767.145023
8,22321708244.621445
9,14196555733.869509
10,44716.13965068536
11,129848.41950467648
12,22828379625.736782
13,57330802.23444096
14,15762219984.412811
15,50659.591595517886
16,18813523344.871395
17,23275.174672175926
18,10157775174.473063
19,23200372126.422565
20,24629.284239891545
21,10950826615.7776
22,18809.0626291852
23,42526.74458828606
24,24022801189.5302
25,11913774793.428625
26,241248.40805605182
27,21363192488.865276
28,3773983749.6632295
29,1650370750.2133262
30,13620502418.06131
31,10767355.606624248
32,40746230860.91365
33,54465.16237791466
34,39228118079.348625
35,71213076.02841265
36,25592950292.16095
37,14476200762.759653
38,27581194211.54543
39,134426.27647448017
40,16813019076.848152
41,29751251887.71865
42,26426653246.918484
43,33465761122.414658
44,21521621900.511105
45,54960.98988739421
46,25502.781313472828
47,11135036026.428698
48,10868128.780500315
49,12437697802.31941
50,8476953234.840589
51,4104727.8662756123

Best,18809.0626291852
Mean,11449545320.67806
Std,11798582623.703144
