Run,Fitness
1,3200.2212691817185
2,4122.008475141491
3,3423.087809824402
4,3744.460988128645
5,3445.132647971557
6,3878.269725602968
7,3865.2961504581726
8,2779.2770598686375
9,3782.361913849266
10,3888.571776697534
11,3666.7627158800806
12,3235.4982643079206
13,3839.958743568038
14,3106.3447093277264
15,3046.5314141570807
16,3944.0876165931977
17,4149.098171908719
18,3403.8033816040165
19,3514.5037305616324
20,3877.0393108704225
21,3589.6498788215595
22,3585.989856371417
23,3403.013821076883
24,3699.8312335769524
25,3706.796490783504
26,3636.458929313297
27,3679.9590923148717
28,3792.718367260572
29,3751.1510244601895
30,3593.6512631497844
31,4092.2534175001115
32,3597.755178585744
33,3055.069467436043
34,3533.0869993598053
35,4056.8820085671227
36,3818.3624456597045
37,4047.5556618085843
38,4022.927288774763
39,3354.0146656545057
40,3523.5788983257926
41,4064.795601001318
42,3705.520944921953
43,4134.784986278285
44,3697.220654763243
45,3354.784376001131
46,3413.6659714510206
47,3754.4056981558824
48,3613.4998388459953
49,3787.188260523182
50,3709.402426435953
51,3943.6444609960504

Best,2779.2770598686375
Mean,3659.4497075231075
Std,304.6708876791111
