Run,Fitness
1,1312.3582401672284
2,1329.8652911956815
3,1327.7612562794582
4,1336.7356131745692
5,1322.522599294502
6,1324.6685500926324
7,1281.3106872934168
8,1332.7059996068206
9,1318.263726904771
10,1333.7175005421193
11,1300.6212189548078
12,1329.043303824738
13,1341.151704239142
14,1347.1475323677746
15,1333.7781230335847
16,1304.9380159607335
17,1336.5900596601005
18,1332.9142240505946
19,1339.3294417874351
20,1250.37236013566
21,1339.39015833458
22,1290.939072585224
23,1326.3888586936982
24,1330.4660369470648
25,1295.0527671716682
26,1338.7772370338473
27,1288.0565394610228
28,1332.758674176222
29,1347.8524540803828
30,1284.638873476421
31,1385.5945438763986
32,1288.734818441762
33,1331.2797575708644
34,1354.0525962564675
35,1333.316634763321
36,1297.2833837893422
37,1304.9619723398873
38,1220.5376592777227
39,1320.040104395162
40,1393.0389665965072
41,1323.9557052732607
42,1323.002763762533
43,1368.9288389941985
44,1327.9033441665736
45,1344.0606290027854
46,1312.9321822883817
47,1341.3314581022678
48,1311.8748747877182
49,1308.4956997582149
50,1331.5094509324845
51,1335.931872422961

Best,1220.5376592777227
Mean,1322.9192819083278
Std,28.72448882261718
