Run,Fitness
1,8414.837413186051
2,5889.946451476572
3,8975.882004469346
4,11101.089317728387
5,5503.394053806942
6,7227.594569160094
7,12161.655197061878
8,11079.796154879241
9,7494.919649168368
10,6360.78678058151
11,8424.984604274341
12,9144.087837955849
13,9580.12178976685
14,10798.082532329201
15,6158.651198437324
16,7203.981770787609
17,6390.359914237547
18,6833.933459112229
19,8875.837630909247
20,5737.304105871201
21,6222.90720943453
22,5419.652755968456
23,7985.139181354449
24,8123.307537281025
25,5370.939061564688
26,13204.350135179962
27,8101.737815671381
28,6159.847640492205
29,7763.098793410605
30,6071.913475209294
31,5965.504398449967
32,9743.994900023266
33,5306.157676361896
34,6936.0717890212345
35,6399.181743068824
36,7862.228366528183
37,6711.556129330897
38,8158.597299528916
39,7736.697046709296
40,8678.551208687742
41,6765.013060314361
42,8028.630977013022
43,8431.83747837961
44,7433.153469491456
45,6822.3493345190045
46,7091.094317501502
47,8665.322869173577
48,5602.1931957357765
49,5814.385946590425
50,10283.405099140671
51,6419.341433279198

Best,5306.157676361896
Mean,7698.733485874808
Std,1810.1653883685724
