Run,Fitness
1,175886949.8499235
2,58148345.730713524
3,206685.99028121633
4,26400948.19248639
5,19103350.57289703
6,11973850.608695565
7,59269263.51008808
8,3506743.551981259
9,17876765.040615775
10,316096204.77988154
11,9539661.25883671
12,41021957.042917944
13,7830634.877825046
14,30859553.045707125
15,7657160.3810773445
16,37390330.359206155
17,32032138.623561952
18,1926836.9404123032
19,18713242.081861075
20,75507897.14395826
21,28397225.402120158
22,16072467.501971979
23,1051449.8628644748
24,17338472.80215398
25,114641997.14014287
26,58460975.35501455
27,17071476.986812048
28,20860315.181019627
29,12170267.072532738
30,20697362.326333284
31,5947420.686838951
32,12667969.419534253
33,15856992.33236961
34,46864951.809058115
35,21517685.646944877
36,32323799.13411614
37,115002781.15747826
38,66690476.91981887
39,66860970.46358839
40,9416779.040519625
41,33283589.94254521
42,28803015.53254019
43,46122522.00442013
44,10003103.862738715
45,98603724.02598344
46,16731996.925852688
47,1340514.280543878
48,34758128.73821328
49,29449370.757148612
50,705434.664234347
51,34674832.03687199

Best,206685.99028121633
Mean,38928168.40382849
Std,51712927.665804885
