Run,Fitness
1,3620075034.965463
2,6452315916.260414
3,6417293808.85816
4,3717533340.445628
5,1667568750.5433009
6,3257449200.567591
7,5315184896.36512
8,3575521745.4574556
9,2445085525.8856697
10,1872488707.9963129
11,2611640812.461641
12,7077277430.121593
13,10643323717.516586
14,3457604652.4512353
15,5719292178.51785
16,4514266760.406816
17,3997884582.1141014
18,7861252249.625005
19,3736556145.481335
20,6432274190.128982
21,2412772695.7071085
22,4191320725.9497623
23,1288752974.7171109
24,3643369601.2855763
25,1468893667.3173554
26,1571640901.3898237
27,1956310931.6524422
28,1968630054.0907655
29,3420486755.6654963
30,28607913.25288615
31,3874140504.7749
32,1054478305.6895726
33,2940984687.388441
34,2270802696.5919724
35,9441494840.612455
36,4775894366.697955
37,7075926333.964949
38,1000207698.3092101
39,3127429278.0206804
40,4178976214.9299808
41,9160825287.482355
42,2759728331.467826
43,3073013536.714731
44,4265427502.0133433
45,809085785.5164713
46,3194240905.041748
47,6729240015.952311
48,4356149702.958269
49,9095592360.923767
50,1935075083.0876362
51,5631019974.042588

Best,28607913.25288615
Mean,4060635476.06627
Std,2409519115.077419
