Run,Fitness
1,2956.5003609758132
2,2770.838878622215
3,2740.7175254252356
4,2659.142153772513
5,2726.3333019898655
6,2731.9155356991755
7,2687.4020143066346
8,2842.7281936226436
9,3070.602255393764
10,3016.156716038643
11,2911.249343973078
12,2845.465729527815
13,3069.5026935915785
14,2958.4350359048985
15,3002.6051816144063
16,2660.1709026048193
17,2844.072121676799
18,2795.738327974351
19,2717.829414551762
20,2791.145533324243
21,2967.673563755745
22,2835.592599759942
23,2770.341454131289
24,2802.025445346374
25,2875.0014429256908
26,2809.832128912728
27,2903.337615834594
28,2760.609553920766
29,2696.800626175348
30,2673.2274025200204
31,2897.535788550203
32,2697.3334648372675
33,2802.118784517688
34,2925.569292181044
35,2878.4535575677596
36,2763.9863276298547
37,2877.757704718286
38,2921.512764832491
39,2972.4388514707566
40,2728.6099545201855
41,2822.4731185419005
42,2912.465482540694
43,3109.897363530018
44,2942.9101350435003
45,2597.3221153472077
46,2828.7022441797935
47,2860.2666388149987
48,2835.782063010686
49,2814.613215491793
50,2799.764235065368
51,2779.329251878078

Best,2597.3221153472077
Mean,2836.506576630242
Std,113.5644881688303
