Run,Fitness
1,96347.8177338909
2,44101.32740048944
3,36354.95637011841
4,25438.59276582886
5,65292.7253671645
6,48116.77020605082
7,43465.26055133607
8,19870.981472363044
9,109490.72272121068
10,39797.90867278797
11,60638.39935911654
12,5461.163588418949
13,38799.45118625605
14,26381.07171482404
15,78367.26276335916
16,42016.88475639109
17,5393.209073969401
18,10235.025350561273
19,11851.328723887164
20,23444.42466212907
21,843545.2679242848
22,12243.728135049325
23,58792.66034806106
24,17743.269562991794
25,46185.57350147582
26,25791.18998500408
27,70367.46753181609
28,7891.824743026669
29,9811.446034853241
30,45660.71509071892
31,21924.3500678337
32,27320.745115258447
33,76323.08636072397
34,19717.94853936182
35,17152.00864035916
36,5144.445265093484
37,36727.760911527876
38,47777.85314658342
39,7329.860993725767
40,52135.966498152695
41,6634.162801205495
42,5709.072961293238
43,26381.714323878088
44,53860.82683008882
45,103764.36359296466
46,53987.26116789344
47,8537.483325634319
48,326945.61841107195
49,13204.793047254561
50,35179.155645317645
51,31280.69113306587

Best,5144.445265093484
Mean,57763.48227599459
Std,120981.53313977228
