Run,Fitness
1,1591194628.1886811
2,5425732111.464775
3,88587.16496744129
4,9658343.456031509
5,286341355.66027844
6,12481373.624701379
7,137940524.851175
8,15662624484.026447
9,7781295818.571213
10,3488556.039246587
11,530939.0193190237
12,13844058.390961008
13,3848932.429890803
14,84371.94770168175
15,821002.4481362491
16,986444.5645524834
17,201075.05159810104
18,77364.96789719148
19,90008.17712117192
20,271209225.3306276
21,89587.70526474081
22,18625115.728622667
23,99460006.96810184
24,722306.842739735
25,85444081.72224453
26,1604194.3492637912
27,1239154876.5894737
28,855777289.818346
29,135817454565.03687
30,303086.5845195929
31,2379899.9004727835
32,84525.89278937527
33,64560765.653591014
34,4769198022.035579
35,1493798.6828836598
36,86984.00249821236
37,89160.21742723479
38,80410.87464002028
39,92188.15106049909
40,416793004.1209061
41,10185486.22548554
42,419477321.9769992
43,73314785.22835627
44,80452.86304341383
45,20911297.44953047
46,875757.0317159162
47,715807.5423090963
48,98801.87341662949
49,87187.17415210209
50,19819705.193692617
51,13810525724.0709

Best,77364.96789719148
Mean,3704551478.487887
Std,18942951247.303753
