Run,Fitness
1,1127942209.7320545
2,6146965784.240578
3,3771078661.0577383
4,3060108394.6172485
5,1924616791.1021724
6,6006020165.6256275
7,2408991755.6191
8,5514732119.374846
9,8199840414.525151
10,1103091225.3643115
11,2551119394.4447365
12,1451696452.7211626
13,107732001.82837433
14,5183951109.916847
15,63130570.71131763
16,7318725311.554316
17,5069768778.400062
18,1799184866.7637875
19,3262102695.8512363
20,4414068288.713448
21,1794141236.6557293
22,3786967.685531861
23,2202378947.080131
24,633263723.3425508
25,2280599656.8304334
26,6727111217.005098
27,3240926062.095031
28,617045520.5695151
29,2938950847.8050957
30,11257294.63638682
31,1319354719.60921
32,3458850225.238361
33,2485885280.3399925
34,3568908352.0130863
35,1977813092.5618236
36,5512733367.795005
37,1759021661.6910214
38,946003295.0206919
39,2225783925.702366
40,159773157.2733022
41,7344867.394326465
42,3527177607.065459
43,14160839.165361423
44,1846108849.2731955
45,915357201.4146844
46,2130949998.0717924
47,1062517976.5358956
48,8692348529.760536
49,3467617.6084929476
50,1360521918.384812
51,2730119460.543441

Best,3467617.6084929476
Mean,2679186870.7516174
Std,2217134187.774852
