Run,Fitness
1,61259038.85040354
2,9931136335.540169
3,9601943686.610176
4,211727744.15933996
5,132841971.10211158
6,17666712816.442104
7,1679964540.4777513
8,8551709654.000856
9,2333610539.2956624
10,4692362146.164024
11,21254551650.646523
12,23545547997.53926
13,273210217.61907923
14,13465057908.944721
15,28797755881.41892
16,24040473032.97947
17,4018753254.728636
18,26634344100.89253
19,3209595422.1849422
20,15943346457.858248
21,28710769197.09719
22,23312155902.798386
23,11859686048.161156
24,16762528852.007055
25,199273661.68467548
26,6555656978.544712
27,59764207.55656689
28,1893919992.3617873
29,20775521007.189392
30,58160387.4270195
31,22207497752.829765
32,13337740954.614174
33,29045968121.53729
34,29896869629.308815
35,9020970917.6842
36,4669964755.516986
37,120430675.66849086
38,3470079493.188961
39,11673353280.904701
40,19678318740.1219
41,17240494702.288303
42,31923255140.598778
43,22477418114.590508
44,3054732578.3877954
45,34087020619.178066
46,3828207895.6664414
47,26806543772.24065
48,10481534538.980047
49,24239875858.566998
50,3996860676.623794
51,104462302.82873341

Best,58160387.4270195
Mean,12697940022.61977
Std,10592764320.373213
