Run,Fitness
1,19058679862.69187
2,27858591698.933846
3,14552206975.820824
4,2151236643.893208
5,44317627769.584
6,22845303476.537754
7,8125921874.0535965
8,19398062569.508213
9,27910859734.571045
10,4185772711.9470663
11,18138191764.83805
12,19002396019.33024
13,15873326143.958284
14,16278890577.00042
15,43291168942.58936
16,35801526465.79532
17,19071247332.99784
18,20757530224.43675
19,32401678271.499825
20,29923498023.092514
21,25903129779.16087
22,55911883027.5342
23,23160578175.8518
24,16592405755.195713
25,17860914461.014248
26,41251231491.45307
27,5178440149.726386
28,18988383937.8571
29,20610963371.161892
30,15071034238.002396
31,40826262198.0919
32,19852746627.63232
33,433335896.5281636
34,31786530071.874603
35,20192851485.784855
36,24301739125.848537
37,19915410649.293003
38,3086389803.3982244
39,665703806.9036117
40,220352326.2728955
41,21339035219.20352
42,41977761463.41493
43,38969153098.909134
44,10395507195.69951
45,168844081.82517955
46,1114535486.0568368
47,14967552208.857613
48,23107216315.281326
49,1409784086.7662382
50,22138230923.00703
51,35787480441.20663

Best,168844081.82517955
Mean,20669198117.292034
Std,13222708248.518188
