Run,Fitness
1,9715700.886952158
2,8003998.074308779
3,13221085.368620805
4,4573051.302073829
5,2628845.085232942
6,18503071.65009018
7,28535602.64367083
8,5705275.5268776845
9,31115000.835914798
10,1707443.4045419616
11,10013186.208129823
12,41207913.167704366
13,2418506.58042346
14,50041034.71834669
15,24809450.811033048
16,2733143.393360045
17,6778068.85996823
18,24218231.84666645
19,920235.9427557588
20,1258264.519425994
21,2147200.7994430023
22,449310.5141557556
23,987389.052476771
24,49529363.860547036
25,16087383.211295405
26,4703082.894412895
27,4724789.997085554
28,55324930.5315484
29,13148131.087379832
30,10888902.240054114
31,610349.6525995394
32,14873700.716053309
33,44183750.86888501
34,42494217.00160479
35,6464452.044057207
36,590014.1145519852
37,5388544.061196839
38,15893418.748368291
39,14041465.217031207
40,3002672.3645856613
41,11343220.666034557
42,18324025.923818577
43,12834392.537184725
44,2197265.6332934476
45,23312783.871740326
46,17091285.849619746
47,11693179.692672236
48,52529281.40496881
49,1265076.9193678752
50,36429441.20527613
51,14386961.453840943

Best,449310.5141557556
Mean,15589158.724730352
Std,15478466.40957441
